,Parabacteroides distasonis ATCC 8503_0.01.pkl,Bifidobacterium longum strain DSM 20219_0.01.pkl,Ruminococcus gnavus ATCC 29149_0.01.pkl
B. longum subsp. longum_gapfilled_5,,"{'EX_cpd00224_e': 0.009129668754912845, 'EX_cpd00027_e': 0.009129668754806173, 'EX_cpd01171_e': 0.00912966875482376, 'EX_cpd00154_e': 0.00912966875482376, 'EX_cpd00309_e': 0.00912966875482376, 'EX_cpd00108_e': 0.00912966875482376, 'EX_cpd00039_e': 0.00912966875482376, 'EX_cpd00011_e': 0.00912966875482376, 'EX_cpd00322_e': 0.00912966875482376, 'EX_cpd00111_e': 0.00912966875482376, 'EX_cpd00028_e': 0.00912966875482376, 'EX_cpd00066_e': 0.00912966875482376, 'EX_cpd01188_e': 0.00912966875482376, 'EX_cpd00357_e': 0.00912966875498557, 'EX_cpd00136_e': 0.00912966875482376, 'EX_cpd03847_e': 0.00912966875482376, 'EX_cpd01080_e': 0.00912966875482376, 'EX_cpd00010_e': 0.00912966875482376, 'EX_cpd00264_e': 0.00912966875482376, 'EX_cpd11606_e': 0.00912966875482376, 'EX_cpd00069_e': 0.00912966875482376, 'EX_cpd00060_e': 0.00912966875482376, 'EX_cpd00305_e': 0.00912966875482376, 'EX_cpd00129_e': 0.00912966875482376}",
B. longum subsp. longum_gapfilled_6,,"{'EX_cpd00224_e': 0.009109108919969326, 'EX_cpd00027_e': 0.009109108920345818, 'EX_cpd01171_e': 0.009109108920302894, 'EX_cpd00154_e': 0.009109108920302894, 'EX_cpd00309_e': 0.009109108920364286, 'EX_cpd00108_e': 0.009109108920302894, 'EX_cpd00039_e': 0.009109108920302894, 'EX_cpd00011_e': 0.009109108920302894, 'EX_cpd00322_e': 0.009109108920302894, 'EX_cpd00111_e': 0.009109108920302894, 'EX_cpd00028_e': 0.009109108920302894, 'EX_cpd00066_e': 0.009109108920302894, 'EX_cpd01188_e': 0.009109108920302894, 'EX_cpd00357_e': 0.009109108920437583, 'EX_cpd00136_e': 0.009109108920302894, 'EX_cpd03847_e': 0.009109108920302894, 'EX_cpd01080_e': 0.009109108920302894, 'EX_cpd00010_e': 0.009109108920302894, 'EX_cpd00264_e': 0.009109108920302894, 'EX_cpd11606_e': 0.009109108920302894, 'EX_cpd00069_e': 0.009109108920302894, 'EX_cpd00060_e': 0.009109108920302894, 'EX_cpd00305_e': 0.009109108920302894, 'EX_cpd00129_e': 0.009109108920302894}",
B. longum subsp. longum_gapfilled_7,,"{'EX_cpd00224_e': 0.009059187530332241, 'EX_cpd00027_e': 0.00905918752994824, 'EX_cpd01171_e': 0.00905918752994824, 'EX_cpd00154_e': 0.00905918752994824, 'EX_cpd00309_e': 0.00905918752994824, 'EX_cpd00108_e': 0.00905918752994824, 'EX_cpd00039_e': 0.00905918752994824, 'EX_cpd00011_e': 0.00905918752994824, 'EX_cpd00322_e': 0.00905918752994824, 'EX_cpd00111_e': 0.00905918752994824, 'EX_cpd00028_e': 0.00905918752994824, 'EX_cpd00066_e': 0.00905918752994824, 'EX_cpd01188_e': 0.00905918752994824, 'EX_cpd00357_e': 0.009059187529932369, 'EX_cpd00136_e': 0.00905918752994824, 'EX_cpd03847_e': 0.00905918752994824, 'EX_cpd01080_e': 0.00905918752994824, 'EX_cpd00010_e': 0.00905918752994824, 'EX_cpd00264_e': 0.00905918752994824, 'EX_cpd11606_e': 0.00905918752994824, 'EX_cpd00069_e': 0.00905918752994824, 'EX_cpd00060_e': 0.00905918752994824, 'EX_cpd00305_e': 0.00905918752994824, 'EX_cpd00129_e': 0.00905918752994824}",
B. longum subsp. longum_gapfilled_8,,"{'EX_cpd00224_e': 0.009109108920436716, 'EX_cpd00027_e': 0.009109108920336952, 'EX_cpd01171_e': 0.009109108920338836, 'EX_cpd00154_e': 0.009109108920338836, 'EX_cpd00309_e': 0.00910910892030194, 'EX_cpd00108_e': 0.00910910892034163, 'EX_cpd00039_e': 0.00910910892034163, 'EX_cpd00011_e': 0.00910910892034163, 'EX_cpd00322_e': 0.00910910892034163, 'EX_cpd00111_e': 0.00910910892034163, 'EX_cpd00028_e': 0.00910910892034163, 'EX_cpd00066_e': 0.00910910892034163, 'EX_cpd01188_e': 0.00910910892034163, 'EX_cpd00357_e': 0.009109108920198634, 'EX_cpd00136_e': 0.00910910892034163, 'EX_cpd03847_e': 0.00910910892034163, 'EX_cpd01080_e': 0.00910910892034163, 'EX_cpd00010_e': 0.00910910892034163, 'EX_cpd00264_e': 0.00910910892034163, 'EX_cpd11606_e': 0.00910910892034163, 'EX_cpd00069_e': 0.00910910892034163, 'EX_cpd00060_e': 0.00910910892034163, 'EX_cpd00305_e': 0.00910910892034163, 'EX_cpd00129_e': 0.00910910892034163}",
B. longum subsp. longum_gapfilled_9,,"{'EX_cpd00224_e': 0.009136857153593738, 'EX_cpd00027_e': 0.009136857153601548, 'EX_cpd01171_e': 0.009136857152981749, 'EX_cpd00154_e': 0.009136857152981749, 'EX_cpd00309_e': 0.009136857153312928, 'EX_cpd00108_e': 0.009136857152984708, 'EX_cpd00039_e': 0.009136857152984708, 'EX_cpd00011_e': 0.009136857152984708, 'EX_cpd00322_e': 0.009136857152984708, 'EX_cpd00111_e': 0.009136857152984708, 'EX_cpd00028_e': 0.009136857152984708, 'EX_cpd00066_e': 0.009136857152984708, 'EX_cpd01188_e': 0.009136857152984708, 'EX_cpd00357_e': 0.009136857153626445, 'EX_cpd00136_e': 0.009136857152984708, 'EX_cpd03847_e': 0.009136857152984708, 'EX_cpd01080_e': 0.009136857152984708, 'EX_cpd00010_e': 0.009136857152984708, 'EX_cpd00264_e': 0.009136857152984708, 'EX_cpd11606_e': 0.009136857152984708, 'EX_cpd00069_e': 0.009136857152984708, 'EX_cpd00060_e': 0.009136857152984708, 'EX_cpd00305_e': 0.009136857152984708, 'EX_cpd00129_e': 0.009136857152984708}",
B. longum subsp. longum_gapfilled_10,,"{'EX_cpd00224_e': 0.009109108920425461, 'EX_cpd00027_e': 0.009109108915708864, 'EX_cpd01171_e': 0.009109108920425461, 'EX_cpd00154_e': 0.009109108920425461, 'EX_cpd00309_e': 0.009109108920425461, 'EX_cpd00108_e': 0.009109108915912111, 'EX_cpd00039_e': 0.009109108920425461, 'EX_cpd00011_e': 0.009109108920425461, 'EX_cpd00322_e': 0.009109108920425461, 'EX_cpd00111_e': 0.009109108920425461, 'EX_cpd00028_e': 0.009109108920425461, 'EX_cpd00066_e': 0.009109108920425461, 'EX_cpd01188_e': 0.009109108920425461, 'EX_cpd00357_e': 0.009109108920425461, 'EX_cpd00136_e': 0.009109108920425461, 'EX_cpd03847_e': 0.009109108920425461, 'EX_cpd01080_e': 0.009109108920425461, 'EX_cpd00010_e': 0.009109108920425461, 'EX_cpd00264_e': 0.009109108920425461, 'EX_cpd11606_e': 0.009109108920425461, 'EX_cpd00069_e': 0.009109108920425461, 'EX_cpd00060_e': 0.009109108920425461, 'EX_cpd00305_e': 0.009109108920425461, 'EX_cpd00129_e': 0.009109108920425461}",
B. longum subsp. longum_gapfilled_11,,"{'EX_cpd00224_e': 0.00975718614176983, 'EX_cpd00027_e': 0.00975718614161799, 'EX_cpd01171_e': 0.009757186141670487, 'EX_cpd00154_e': 0.009757186141670487, 'EX_cpd00309_e': 0.009757186141670487, 'EX_cpd00108_e': 0.009757186141670487, 'EX_cpd00039_e': 0.009757186141670487, 'EX_cpd00011_e': 0.009757186141670487, 'EX_cpd00322_e': 0.009757186141670487, 'EX_cpd00111_e': 0.009757186141670487, 'EX_cpd00028_e': 0.009757186141670487, 'EX_cpd00066_e': 0.009757186141670487, 'EX_cpd01188_e': 0.009757186141670487, 'EX_cpd00357_e': 0.009757186141732151, 'EX_cpd00136_e': 0.009757186141670487, 'EX_cpd03847_e': 0.009757186141670487, 'EX_cpd01080_e': 0.009757186141670487, 'EX_cpd00010_e': 0.009757186141670487, 'EX_cpd00264_e': 0.009757186141670487, 'EX_cpd11606_e': 0.009757186141670487, 'EX_cpd00069_e': 0.009757186141670487, 'EX_cpd00060_e': 0.009757186141670487, 'EX_cpd00305_e': 0.009757186141670487, 'EX_cpd00129_e': 0.009757186141670487}",
B. longum subsp. longum_gapfilled_12,,"{'EX_cpd00224_e': 0.009038943562832613, 'EX_cpd00027_e': 0.009038943562832613, 'EX_cpd01171_e': 0.009038943562832613, 'EX_cpd00154_e': 0.009038943562832613, 'EX_cpd00309_e': 0.009038943562832613, 'EX_cpd00108_e': 0.009038943562832613, 'EX_cpd00039_e': 0.009038943562832613, 'EX_cpd00011_e': 0.009038943562832613, 'EX_cpd00322_e': 0.009038943562832613, 'EX_cpd00111_e': 0.009038943562832613, 'EX_cpd00028_e': 0.009038943562832613, 'EX_cpd00066_e': 0.009038943562832613, 'EX_cpd01188_e': 0.009038943562832613, 'EX_cpd00357_e': 0.009038943562832613, 'EX_cpd00136_e': 0.009038943562832613, 'EX_cpd03847_e': 0.009038943562832613, 'EX_cpd01080_e': 0.009038943562832613, 'EX_cpd00010_e': 0.009038943562832613, 'EX_cpd00264_e': 0.009038943562832613, 'EX_cpd11606_e': 0.009038943562832613, 'EX_cpd00069_e': 0.009038943562832613, 'EX_cpd00060_e': 0.009038943562832613, 'EX_cpd00305_e': 0.009038943562832613, 'EX_cpd00129_e': 0.009038943562832613}",
B. longum subsp. longum_gapfilled_13,,"{'EX_cpd00224_e': 0.009116264966432936, 'EX_cpd00027_e': 0.009116264966421986, 'EX_cpd01171_e': 0.009116264966487039, 'EX_cpd00154_e': 0.009116264966487039, 'EX_cpd00309_e': 0.009116264966507557, 'EX_cpd00108_e': 0.009116264966487039, 'EX_cpd00039_e': 0.009116264966487039, 'EX_cpd00011_e': 0.009116264966487039, 'EX_cpd00322_e': 0.009116264966487039, 'EX_cpd00111_e': 0.009116264966487039, 'EX_cpd00028_e': 0.009116264966487039, 'EX_cpd00066_e': 0.009116264966487039, 'EX_cpd01188_e': 0.009116264966487039, 'EX_cpd00357_e': 0.009116264966521943, 'EX_cpd00136_e': 0.009116264966487039, 'EX_cpd03847_e': 0.009116264966487039, 'EX_cpd01080_e': 0.009116264966487039, 'EX_cpd00010_e': 0.009116264966487039, 'EX_cpd00264_e': 0.009116264966487039, 'EX_cpd11606_e': 0.009116264966487039, 'EX_cpd00069_e': 0.009116264966487039, 'EX_cpd00060_e': 0.009116264966487039, 'EX_cpd00305_e': 0.009116264966487039, 'EX_cpd00129_e': 0.009116264966487039}",
B. longum subsp. longum_gapfilled_14,,"{'EX_cpd00224_e': 0.009109108920186376, 'EX_cpd00027_e': 0.009109108920396472, 'EX_cpd01171_e': 0.009109108920186376, 'EX_cpd00154_e': 0.009109108920186376, 'EX_cpd00309_e': 0.009109108920186376, 'EX_cpd00108_e': 0.009109108920186376, 'EX_cpd00039_e': 0.009109108920186376, 'EX_cpd00011_e': 0.009109108920186376, 'EX_cpd00322_e': 0.009109108920186376, 'EX_cpd00111_e': 0.009109108920186376, 'EX_cpd00028_e': 0.009109108920186376, 'EX_cpd00066_e': 0.009109108920186376, 'EX_cpd01188_e': 0.009109108920186376, 'EX_cpd00357_e': 0.009109108920186376, 'EX_cpd00136_e': 0.009109108920186376, 'EX_cpd03847_e': 0.009109108920186376, 'EX_cpd01080_e': 0.009109108920186376, 'EX_cpd00010_e': 0.009109108920186376, 'EX_cpd00264_e': 0.009109108920186376, 'EX_cpd11606_e': 0.009109108920186376, 'EX_cpd00069_e': 0.009109108920186376, 'EX_cpd00060_e': 0.009109108920186376, 'EX_cpd00305_e': 0.009109108920186376, 'EX_cpd00129_e': 0.009109108920186376}",
B. longum subsp. longum_gapfilled_15,,"{'EX_cpd00224_e': 0.009038943562675417, 'EX_cpd00027_e': 0.009038943562814476, 'EX_cpd01171_e': 0.009038943562814476, 'EX_cpd00154_e': 0.009038943562814476, 'EX_cpd00309_e': 0.009038943562851585, 'EX_cpd00108_e': 0.009038943562848283, 'EX_cpd00039_e': 0.009038943562848283, 'EX_cpd00011_e': 0.009038943562848283, 'EX_cpd00322_e': 0.009038943562848283, 'EX_cpd00111_e': 0.009038943562848283, 'EX_cpd00028_e': 0.009038943562848283, 'EX_cpd00066_e': 0.009038943562848283, 'EX_cpd01188_e': 0.009038943562848283, 'EX_cpd00357_e': 0.009038943562768761, 'EX_cpd00136_e': 0.009038943562848283, 'EX_cpd03847_e': 0.009038943562848283, 'EX_cpd01080_e': 0.009038943562848283, 'EX_cpd00010_e': 0.009038943562848283, 'EX_cpd00264_e': 0.009038943562848283, 'EX_cpd11606_e': 0.009038943562848283, 'EX_cpd00069_e': 0.009038943562848283, 'EX_cpd00060_e': 0.009038943562848283, 'EX_cpd00305_e': 0.009038943562848283, 'EX_cpd00129_e': 0.009038943562848283}",
B. longum subsp. longum_gapfilled_16,,"{'EX_cpd00224_e': 0.009543198048739134, 'EX_cpd00027_e': 0.009543198048874577, 'EX_cpd01171_e': 0.009543198048774322, 'EX_cpd00154_e': 0.009543198048774322, 'EX_cpd00309_e': 0.009543198048848575, 'EX_cpd00108_e': 0.009543198048772067, 'EX_cpd00039_e': 0.009543198048772067, 'EX_cpd00011_e': 0.009543198048772067, 'EX_cpd00322_e': 0.009543198048772067, 'EX_cpd00111_e': 0.009543198048772067, 'EX_cpd00028_e': 0.009543198048772067, 'EX_cpd00066_e': 0.009543198048772067, 'EX_cpd01188_e': 0.009543198048772067, 'EX_cpd00357_e': 0.009543198048951644, 'EX_cpd00136_e': 0.009543198048772067, 'EX_cpd03847_e': 0.009543198048772067, 'EX_cpd01080_e': 0.009543198048772067, 'EX_cpd00010_e': 0.009543198048772067, 'EX_cpd00264_e': 0.009543198048772067, 'EX_cpd11606_e': 0.009543198048772067, 'EX_cpd00069_e': 0.009543198048772067, 'EX_cpd00060_e': 0.009543198048772067, 'EX_cpd00305_e': 0.009543198048772067, 'EX_cpd00129_e': 0.009543198048772067}",
B. longum subsp. longum_gapfilled_17,,"{'EX_cpd00224_e': 0.009038943587869663, 'EX_cpd00027_e': 0.009038943562687954, 'EX_cpd01171_e': 0.009038943562687954, 'EX_cpd00154_e': 0.009038943562687954, 'EX_cpd00309_e': 0.009038943562791477, 'EX_cpd00108_e': 0.009038943562687954, 'EX_cpd00039_e': 0.009038943562687954, 'EX_cpd00011_e': 0.009038943562687954, 'EX_cpd00322_e': 0.009038943562687954, 'EX_cpd00111_e': 0.009038943562687954, 'EX_cpd00028_e': 0.009038943562687954, 'EX_cpd00066_e': 0.009038943562687954, 'EX_cpd01188_e': 0.009038943562687954, 'EX_cpd00357_e': 0.009038943562673488, 'EX_cpd00136_e': 0.009038943562687954, 'EX_cpd03847_e': 0.009038943562687954, 'EX_cpd01080_e': 0.009038943562687954, 'EX_cpd00010_e': 0.009038943562687954, 'EX_cpd00264_e': 0.009038943562687954, 'EX_cpd11606_e': 0.009038943562687954, 'EX_cpd00069_e': 0.009038943562687954, 'EX_cpd00060_e': 0.009038943562687954, 'EX_cpd00305_e': 0.009038943562687954, 'EX_cpd00129_e': 0.009038943562687954}",
B. longum subsp. longum_gapfilled_18,,"{'EX_cpd00224_e': 0.009346871918184958, 'EX_cpd00027_e': 0.009346871918189793, 'EX_cpd01171_e': 0.009346871918224036, 'EX_cpd00154_e': 0.009346871918224036, 'EX_cpd00309_e': 0.009346871918224033, 'EX_cpd00108_e': 0.009346871918224036, 'EX_cpd00039_e': 0.009346871918224036, 'EX_cpd00011_e': 0.009346871918224036, 'EX_cpd00322_e': 0.009346871918224036, 'EX_cpd00111_e': 0.009346871918224036, 'EX_cpd00028_e': 0.009346871918224036, 'EX_cpd00066_e': 0.009346871918224036, 'EX_cpd01188_e': 0.009346871918224036, 'EX_cpd00357_e': 0.009346871918175553, 'EX_cpd00136_e': 0.009346871918224036, 'EX_cpd03847_e': 0.009346871918224036, 'EX_cpd01080_e': 0.009346871918224036, 'EX_cpd00010_e': 0.009346871918224036, 'EX_cpd00264_e': 0.009346871918224036, 'EX_cpd11606_e': 0.009346871918224036, 'EX_cpd00069_e': 0.009346871918224036, 'EX_cpd00060_e': 0.009346871918224036, 'EX_cpd00305_e': 0.009346871918224036, 'EX_cpd00129_e': 0.009346871918224036}",
B. longum subsp. longum_gapfilled_19,,"{'EX_cpd00224_e': 0.009038943562855648, 'EX_cpd00027_e': 0.009038943562825743, 'EX_cpd01171_e': 0.009038943562880502, 'EX_cpd00154_e': 0.009038943562880502, 'EX_cpd00309_e': 0.009038943562876937, 'EX_cpd00108_e': 0.009038943562880502, 'EX_cpd00039_e': 0.009038943562880502, 'EX_cpd00011_e': 0.009038943562880502, 'EX_cpd00322_e': 0.009038943562880502, 'EX_cpd00111_e': 0.009038943562880502, 'EX_cpd00028_e': 0.009038943562880502, 'EX_cpd00066_e': 0.009038943562880502, 'EX_cpd01188_e': 0.009038943562880502, 'EX_cpd00357_e': 0.009038943562661411, 'EX_cpd00136_e': 0.009038943562880502, 'EX_cpd03847_e': 0.009038943562880502, 'EX_cpd01080_e': 0.009038943562880502, 'EX_cpd00010_e': 0.009038943562880502, 'EX_cpd00264_e': 0.009038943562880502, 'EX_cpd11606_e': 0.009038943562880502, 'EX_cpd00069_e': 0.009038943562880502, 'EX_cpd00060_e': 0.009038943562880502, 'EX_cpd00305_e': 0.009038943562880502, 'EX_cpd00129_e': 0.009038943562880502}",
B. longum subsp. longum_gapfilled_20,,"{'EX_cpd00224_e': 0.009766085483076442, 'EX_cpd00027_e': 0.009766085483150791, 'EX_cpd01171_e': 0.009766085483146104, 'EX_cpd00154_e': 0.009766085483146104, 'EX_cpd00309_e': 0.009766085483146109, 'EX_cpd00108_e': 0.009766085483131624, 'EX_cpd00039_e': 0.009766085483131624, 'EX_cpd00011_e': 0.009766085483131624, 'EX_cpd00322_e': 0.009766085483131624, 'EX_cpd00111_e': 0.009766085483131624, 'EX_cpd00028_e': 0.009766085483131624, 'EX_cpd00066_e': 0.009766085483131624, 'EX_cpd01188_e': 0.009766085483131624, 'EX_cpd00357_e': 0.009766085483071712, 'EX_cpd00136_e': 0.009766085483131624, 'EX_cpd03847_e': 0.009766085483131624, 'EX_cpd01080_e': 0.009766085483131624, 'EX_cpd00010_e': 0.009766085483131624, 'EX_cpd00264_e': 0.009766085483131624, 'EX_cpd11606_e': 0.009766085483131624, 'EX_cpd00069_e': 0.009766085483131624, 'EX_cpd00060_e': 0.009766085483131624, 'EX_cpd00305_e': 0.009766085483131624, 'EX_cpd00129_e': 0.009766085483131624}",
B. longum subsp. longum_gapfilled_21,,"{'EX_cpd00224_e': 0.009059187529842362, 'EX_cpd00027_e': 0.009059187530520726, 'EX_cpd01171_e': 0.009059187530512769, 'EX_cpd00154_e': 0.009059187530512769, 'EX_cpd00309_e': 0.009059187530477441, 'EX_cpd00108_e': 0.009059187530512769, 'EX_cpd00039_e': 0.009059187530512769, 'EX_cpd00011_e': 0.009059187530512769, 'EX_cpd00322_e': 0.009059187530512769, 'EX_cpd00111_e': 0.009059187530512769, 'EX_cpd00028_e': 0.009059187530512769, 'EX_cpd00066_e': 0.009059187530512769, 'EX_cpd01188_e': 0.009059187530512769, 'EX_cpd00357_e': 0.009059187529906393, 'EX_cpd00136_e': 0.009059187530512769, 'EX_cpd03847_e': 0.009059187530512769, 'EX_cpd01080_e': 0.009059187530512769, 'EX_cpd00010_e': 0.009059187530512769, 'EX_cpd00264_e': 0.009059187530512769, 'EX_cpd11606_e': 0.009059187530512769, 'EX_cpd00069_e': 0.009059187530512769, 'EX_cpd00060_e': 0.009059187530512769, 'EX_cpd00305_e': 0.009059187530512769, 'EX_cpd00129_e': 0.009059187530512769}",
B. longum subsp. longum_gapfilled_22,,"{'EX_cpd00224_e': 0.010066024050660314, 'EX_cpd00027_e': 0.01006602405066278, 'EX_cpd01171_e': 0.010066024050660302, 'EX_cpd00154_e': 0.010066024050660302, 'EX_cpd00309_e': 0.010066024050660302, 'EX_cpd00108_e': 0.010066024050660302, 'EX_cpd00039_e': 0.010066024050660302, 'EX_cpd00011_e': 0.010066024050660302, 'EX_cpd00322_e': 0.010066024050660302, 'EX_cpd00111_e': 0.010066024050660302, 'EX_cpd00028_e': 0.010066024050660302, 'EX_cpd00066_e': 0.010066024050660302, 'EX_cpd01188_e': 0.010066024050660302, 'EX_cpd00357_e': 0.010066024050660307, 'EX_cpd00136_e': 0.010066024050660302, 'EX_cpd03847_e': 0.010066024050660302, 'EX_cpd01080_e': 0.010066024050660302, 'EX_cpd00010_e': 0.010066024050660302, 'EX_cpd00264_e': 0.010066024050660302, 'EX_cpd11606_e': 0.010066024050660302, 'EX_cpd00069_e': 0.010066024050660302, 'EX_cpd00060_e': 0.010066024050660302, 'EX_cpd00305_e': 0.010066024050660302, 'EX_cpd00129_e': 0.010066024050660302}",
B. longum subsp. longum_gapfilled_23,,"{'EX_cpd00224_e': 0.009444112506653626, 'EX_cpd00027_e': 0.00944411250663046, 'EX_cpd01171_e': 0.00944411250663046, 'EX_cpd00154_e': 0.00944411250663046, 'EX_cpd00309_e': 0.00944411250663046, 'EX_cpd00108_e': 0.00944411250663046, 'EX_cpd00039_e': 0.00944411250663046, 'EX_cpd00011_e': 0.00944411250663046, 'EX_cpd00322_e': 0.00944411250663046, 'EX_cpd00111_e': 0.00944411250663046, 'EX_cpd00028_e': 0.00944411250663046, 'EX_cpd00066_e': 0.00944411250663046, 'EX_cpd01188_e': 0.00944411250663046, 'EX_cpd00357_e': 0.00944411250663046, 'EX_cpd00136_e': 0.00944411250663046, 'EX_cpd03847_e': 0.00944411250663046, 'EX_cpd01080_e': 0.00944411250663046, 'EX_cpd00010_e': 0.00944411250663046, 'EX_cpd00264_e': 0.00944411250663046, 'EX_cpd11606_e': 0.00944411250663046, 'EX_cpd00069_e': 0.00944411250663046, 'EX_cpd00060_e': 0.00944411250663046, 'EX_cpd00305_e': 0.00944411250663046, 'EX_cpd00129_e': 0.00944411250663046}",
B. longum subsp. longum_gapfilled_24,,"{'EX_cpd00224_e': 0.009109108920298006, 'EX_cpd00027_e': 0.009109108920279505, 'EX_cpd01171_e': 0.009109108920279505, 'EX_cpd00154_e': 0.009109108920279505, 'EX_cpd00309_e': 0.009109108920279505, 'EX_cpd00108_e': 0.009109108920279505, 'EX_cpd00039_e': 0.009109108920279505, 'EX_cpd00011_e': 0.009109108920279505, 'EX_cpd00322_e': 0.009109108920279505, 'EX_cpd00111_e': 0.009109108920279505, 'EX_cpd00028_e': 0.009109108920279505, 'EX_cpd00066_e': 0.009109108920279505, 'EX_cpd01188_e': 0.009109108920279505, 'EX_cpd00357_e': 0.009109108920018134, 'EX_cpd00136_e': 0.009109108920279505, 'EX_cpd03847_e': 0.009109108920279505, 'EX_cpd01080_e': 0.009109108920279505, 'EX_cpd00010_e': 0.009109108920279505, 'EX_cpd00264_e': 0.009109108920279505, 'EX_cpd11606_e': 0.009109108920279505, 'EX_cpd00069_e': 0.009109108920279505, 'EX_cpd00060_e': 0.009109108920279505, 'EX_cpd00305_e': 0.009109108920279505, 'EX_cpd00129_e': 0.009109108920279505}",
B. longum subsp. longum_gapfilled_25,,"{'EX_cpd00224_e': 0.009519721335344391, 'EX_cpd00027_e': 0.009519721335383405, 'EX_cpd01171_e': 0.009519721335515404, 'EX_cpd00154_e': 0.009519721335515404, 'EX_cpd00309_e': 0.00951972133550366, 'EX_cpd00108_e': 0.009519721335509296, 'EX_cpd00039_e': 0.009519721335509296, 'EX_cpd00011_e': 0.009519721335509296, 'EX_cpd00322_e': 0.009519721335509296, 'EX_cpd00111_e': 0.009519721335509296, 'EX_cpd00028_e': 0.009519721335509296, 'EX_cpd00066_e': 0.009519721335509296, 'EX_cpd01188_e': 0.009519721335509296, 'EX_cpd00357_e': 0.00951972133552951, 'EX_cpd00136_e': 0.009519721335509296, 'EX_cpd03847_e': 0.009519721335509296, 'EX_cpd01080_e': 0.009519721335509296, 'EX_cpd00010_e': 0.009519721335509296, 'EX_cpd00264_e': 0.009519721335509296, 'EX_cpd11606_e': 0.009519721335509296, 'EX_cpd00069_e': 0.009519721335509296, 'EX_cpd00060_e': 0.009519721335509296, 'EX_cpd00305_e': 0.009519721335509296, 'EX_cpd00129_e': 0.009519721335509296}",
B. longum subsp. longum_gapfilled_26,,"{'EX_cpd00224_e': 0.009419358691794303, 'EX_cpd00027_e': 0.00941935869179434, 'EX_cpd01171_e': 0.009419358691794336, 'EX_cpd00154_e': 0.009419358691794336, 'EX_cpd00309_e': 0.009419358691794336, 'EX_cpd00108_e': 0.009419358691794336, 'EX_cpd00039_e': 0.009419358691794336, 'EX_cpd00011_e': 0.009419358691794336, 'EX_cpd00322_e': 0.009419358691794336, 'EX_cpd00111_e': 0.009419358691794336, 'EX_cpd00028_e': 0.009419358691794336, 'EX_cpd00066_e': 0.009419358691794336, 'EX_cpd01188_e': 0.009419358691794336, 'EX_cpd00357_e': 0.009419358691794333, 'EX_cpd00136_e': 0.009419358691794336, 'EX_cpd03847_e': 0.009419358691794336, 'EX_cpd01080_e': 0.009419358691794336, 'EX_cpd00010_e': 0.009419358691794336, 'EX_cpd00264_e': 0.009419358691794336, 'EX_cpd11606_e': 0.009419358691794336, 'EX_cpd00069_e': 0.009419358691794336, 'EX_cpd00060_e': 0.009419358691794336, 'EX_cpd00305_e': 0.009419358691794336, 'EX_cpd00129_e': 0.009419358691794336}",
B. longum subsp. longum_gapfilled_27,,"{'EX_cpd00224_e': 0.009129668754935963, 'EX_cpd00027_e': 0.009129668754845614, 'EX_cpd01171_e': 0.009129668754837327, 'EX_cpd00154_e': 0.009129668754837327, 'EX_cpd00309_e': 0.009129668754971792, 'EX_cpd00108_e': 0.009129668754953118, 'EX_cpd00039_e': 0.009129668754953118, 'EX_cpd00011_e': 0.009129668754953118, 'EX_cpd00322_e': 0.009129668754953118, 'EX_cpd00111_e': 0.009129668754953118, 'EX_cpd00028_e': 0.009129668754953118, 'EX_cpd00066_e': 0.009129668754953118, 'EX_cpd01188_e': 0.009129668754953118, 'EX_cpd00357_e': 0.009129668754863056, 'EX_cpd00136_e': 0.009129668754953118, 'EX_cpd03847_e': 0.009129668754953118, 'EX_cpd01080_e': 0.009129668754953118, 'EX_cpd00010_e': 0.009129668754953118, 'EX_cpd00264_e': 0.009129668754953118, 'EX_cpd11606_e': 0.009129668754953118, 'EX_cpd00069_e': 0.009129668754953118, 'EX_cpd00060_e': 0.009129668754953118, 'EX_cpd00305_e': 0.009129668754953118, 'EX_cpd00129_e': 0.009129668754953118}",
