,Parabacteroides distasonis ATCC 8503_0.01.pkl
P. distasonis_gapfilled_69,"{'EX_cpd00635_e': 0.04109219745379717, 'EX_cpd00023_e': 0.041092197453795554, 'EX_cpd11595_e': 0.04109219745379717, 'EX_cpd00154_e': 0.04109219745379717, 'EX_cpd08306_e': 0.04109219745379717, 'EX_cpd00309_e': 0.04109219745379717, 'EX_cpd00540_e': 0.04109219745379717, 'EX_cpd11597_e': 0.04109219745379717, 'EX_cpd08305_e': 0.04109219745379717, 'EX_cpd00396_e': 0.04109219745379717, 'EX_cpd00039_e': 0.04109219745379717, 'EX_cpd00011_e': 0.04109219745378938, 'EX_cpd00322_e': 0.04109219745379606, 'EX_cpd00111_e': 0.04109219745379606, 'EX_cpd00028_e': 0.04109219745379606, 'EX_cpd01188_e': 0.04109219745379606, 'EX_cpd00357_e': 0.0410921974537929, 'EX_cpd03847_e': 0.04109219745379606, 'EX_cpd01080_e': 0.04109219745379606, 'EX_cpd00010_e': 0.04109219745379606, 'EX_cpd00264_e': 0.04109219745379606, 'EX_cpd11606_e': 0.04109219745379606, 'EX_cpd00305_e': 0.04109219745379606, 'EX_cpd00129_e': 0.04109219745379606, 'EX_cpd00367_e': 0.04109219745379717}"
P. distasonis_gapfilled_7,"{'EX_cpd00635_e': 0.041092197457611015, 'EX_cpd00023_e': 0.0410921974543217, 'EX_cpd11595_e': 0.041092197457611015, 'EX_cpd00154_e': 0.04109219745434833, 'EX_cpd08306_e': 0.041092197457611015, 'EX_cpd00309_e': 0.041092197457611015, 'EX_cpd00540_e': 0.041092197457611015, 'EX_cpd11597_e': 0.041092197457611015, 'EX_cpd08305_e': 0.041092197457611015, 'EX_cpd00396_e': 0.041092197457611015, 'EX_cpd00039_e': 0.041092197457611015, 'EX_cpd00011_e': 0.041092197457611015, 'EX_cpd00322_e': 0.041092197457611015, 'EX_cpd00111_e': 0.041092197457611015, 'EX_cpd00028_e': 0.041092197457611015, 'EX_cpd01188_e': 0.041092197457611015, 'EX_cpd00357_e': 0.041092197457611015, 'EX_cpd03847_e': 0.041092197457611015, 'EX_cpd01080_e': 0.041092197457611015, 'EX_cpd00010_e': 0.041092197457611015, 'EX_cpd00264_e': 0.041092197457611015, 'EX_cpd11606_e': 0.041092197457611015, 'EX_cpd00305_e': 0.041092197457611015, 'EX_cpd00129_e': 0.041092197451841415, 'EX_cpd00367_e': 0.041092197457611015}"
P. distasonis_gapfilled_70,"{'EX_cpd00635_e': 0.04109219745223816, 'EX_cpd00023_e': 0.04109219745403596, 'EX_cpd11595_e': 0.04109219745223816, 'EX_cpd00154_e': 0.0410921974539165, 'EX_cpd08306_e': 0.04109219745364696, 'EX_cpd00309_e': 0.04109219745364696, 'EX_cpd00540_e': 0.04109219745364696, 'EX_cpd11597_e': 0.04109219745364696, 'EX_cpd08305_e': 0.04109219745364696, 'EX_cpd00396_e': 0.04109219745364696, 'EX_cpd00039_e': 0.04109219745364696, 'EX_cpd00011_e': 0.041092197453826786, 'EX_cpd00322_e': 0.04109219745382727, 'EX_cpd00111_e': 0.04109219745382727, 'EX_cpd00028_e': 0.04109219745382727, 'EX_cpd01188_e': 0.04109219745382727, 'EX_cpd00357_e': 0.04109219745436433, 'EX_cpd03847_e': 0.04109219745382727, 'EX_cpd01080_e': 0.04109219745382727, 'EX_cpd00010_e': 0.04109219745382727, 'EX_cpd00264_e': 0.04109219745382727, 'EX_cpd11606_e': 0.04109219745382727, 'EX_cpd00305_e': 0.04109219745382727, 'EX_cpd00129_e': 0.04109219745370781, 'EX_cpd00367_e': 0.04109219745223816}"
P. distasonis_gapfilled_71,"{'EX_cpd00635_e': 0.04109219745379554, 'EX_cpd00023_e': 0.041092197453795554, 'EX_cpd11595_e': 0.04109219745379554, 'EX_cpd00154_e': 0.041092197453794686, 'EX_cpd08306_e': 0.04109219745380033, 'EX_cpd00309_e': 0.04109219745380033, 'EX_cpd00540_e': 0.04109219745380033, 'EX_cpd11597_e': 0.04109219745380033, 'EX_cpd08305_e': 0.04109219745380033, 'EX_cpd00396_e': 0.04109219745380033, 'EX_cpd00039_e': 0.04109219745380033, 'EX_cpd00011_e': 0.041092197453793264, 'EX_cpd00322_e': 0.04109219745379557, 'EX_cpd00111_e': 0.04109219745379557, 'EX_cpd00028_e': 0.04109219745379557, 'EX_cpd01188_e': 0.04109219745379557, 'EX_cpd00357_e': 0.04109219745379557, 'EX_cpd03847_e': 0.04109219745379557, 'EX_cpd01080_e': 0.04109219745379557, 'EX_cpd00010_e': 0.04109219745379557, 'EX_cpd00264_e': 0.04109219745379557, 'EX_cpd11606_e': 0.04109219745379557, 'EX_cpd00305_e': 0.04109219745379557, 'EX_cpd00129_e': 0.04109219745379557, 'EX_cpd00367_e': 0.04109219745379554}"
P. distasonis_gapfilled_72,"{'EX_cpd00635_e': 0.02054609872677072, 'EX_cpd00023_e': 0.020546098726972127, 'EX_cpd11595_e': 0.02054609872677072, 'EX_cpd00154_e': 0.020546098726941218, 'EX_cpd08306_e': 0.02054609872677072, 'EX_cpd00309_e': 0.02054609872677072, 'EX_cpd00540_e': 0.02054609872677072, 'EX_cpd11597_e': 0.02054609872677072, 'EX_cpd08305_e': 0.02054609872677072, 'EX_cpd00396_e': 0.020546098727041332, 'EX_cpd00039_e': 0.02054609872677072, 'EX_cpd00011_e': 0.020546098726833394, 'EX_cpd00322_e': 0.02054609872677072, 'EX_cpd00111_e': 0.02054609872677072, 'EX_cpd00028_e': 0.02054609872677072, 'EX_cpd01188_e': 0.02054609872677072, 'EX_cpd00357_e': 0.020546098726899917, 'EX_cpd03847_e': 0.02054609872677072, 'EX_cpd01080_e': 0.02054609872677072, 'EX_cpd00010_e': 0.02054609872677072, 'EX_cpd00264_e': 0.02054609872677072, 'EX_cpd11606_e': 0.02054609872677072, 'EX_cpd00305_e': 0.02054609872677072, 'EX_cpd00129_e': 0.02054609872677072, 'EX_cpd00367_e': 0.02054609872677072}"
P. distasonis_gapfilled_73,"{'EX_cpd00635_e': 0.04109219745382301, 'EX_cpd00023_e': 0.041092197453795554, 'EX_cpd11595_e': 0.04109219745382301, 'EX_cpd00154_e': 0.04109219745379485, 'EX_cpd08306_e': 0.041092197453792195, 'EX_cpd00309_e': 0.041092197453792195, 'EX_cpd00540_e': 0.041092197453792195, 'EX_cpd11597_e': 0.041092197453792195, 'EX_cpd08305_e': 0.041092197453792195, 'EX_cpd00396_e': 0.041092197453792195, 'EX_cpd00039_e': 0.041092197453792195, 'EX_cpd00011_e': 0.04109219745382305, 'EX_cpd00322_e': 0.041092197453833496, 'EX_cpd00111_e': 0.041092197453833496, 'EX_cpd00028_e': 0.041092197453833496, 'EX_cpd01188_e': 0.041092197453833496, 'EX_cpd00357_e': 0.041092197492579544, 'EX_cpd03847_e': 0.041092197453833496, 'EX_cpd01080_e': 0.041092197453833496, 'EX_cpd00010_e': 0.041092197453833496, 'EX_cpd00264_e': 0.041092197453833496, 'EX_cpd11606_e': 0.041092197453833496, 'EX_cpd00305_e': 0.041092197453833496, 'EX_cpd00129_e': 0.04109219745383749, 'EX_cpd00367_e': 0.04109219745382301}"
P. distasonis_gapfilled_74,"{'EX_cpd00635_e': 0.04109219745379557, 'EX_cpd00023_e': 0.041092197453795574, 'EX_cpd11595_e': 0.04109219745379557, 'EX_cpd00154_e': 0.04109219745379557, 'EX_cpd08306_e': 0.04109219745374309, 'EX_cpd00309_e': 0.04109219745374309, 'EX_cpd00540_e': 0.04109219745374309, 'EX_cpd11597_e': 0.04109219745374309, 'EX_cpd08305_e': 0.04109219745374309, 'EX_cpd00396_e': 0.04109219745374309, 'EX_cpd00039_e': 0.04109219745374309, 'EX_cpd00011_e': 0.041092197453898915, 'EX_cpd00322_e': 0.041092197453516326, 'EX_cpd00111_e': 0.041092197453516326, 'EX_cpd00028_e': 0.041092197453516326, 'EX_cpd01188_e': 0.041092197453516326, 'EX_cpd00357_e': 0.04109219745434541, 'EX_cpd03847_e': 0.041092197453516326, 'EX_cpd01080_e': 0.041092197453516326, 'EX_cpd00010_e': 0.041092197453516326, 'EX_cpd00264_e': 0.041092197453516326, 'EX_cpd11606_e': 0.041092197453516326, 'EX_cpd00305_e': 0.041092197453516326, 'EX_cpd00129_e': 0.04109219745341908, 'EX_cpd00367_e': 0.04109219745379557}"
P. distasonis_gapfilled_75,"{'EX_cpd00635_e': 0.02054609872657526, 'EX_cpd00023_e': 0.02054609872690718, 'EX_cpd11595_e': 0.02054609872657526, 'EX_cpd00154_e': 0.020546098726680236, 'EX_cpd08306_e': 0.02054609872771597, 'EX_cpd00309_e': 0.02054609872771597, 'EX_cpd00540_e': 0.02054609872771597, 'EX_cpd11597_e': 0.02054609872771597, 'EX_cpd08305_e': 0.02054609872771597, 'EX_cpd00396_e': 0.02054609872771597, 'EX_cpd00039_e': 0.02054609872771597, 'EX_cpd00011_e': 0.020546098727774225, 'EX_cpd00322_e': 0.02054609872771597, 'EX_cpd00111_e': 0.02054609872771597, 'EX_cpd00028_e': 0.02054609872771597, 'EX_cpd01188_e': 0.02054609872771597, 'EX_cpd00357_e': 0.02054609872689778, 'EX_cpd03847_e': 0.02054609872771597, 'EX_cpd01080_e': 0.02054609872771597, 'EX_cpd00010_e': 0.02054609872771597, 'EX_cpd00264_e': 0.02054609872771597, 'EX_cpd11606_e': 0.02054609872771597, 'EX_cpd00305_e': 0.02054609872771597, 'EX_cpd00129_e': 0.02054609872771597, 'EX_cpd00367_e': 0.02054609872657526}"
P. distasonis_gapfilled_76,"{'EX_cpd00635_e': 0.02054609872689778, 'EX_cpd00023_e': 0.020546098726897784, 'EX_cpd11595_e': 0.02054609872689778, 'EX_cpd00154_e': 0.020546098726926445, 'EX_cpd08306_e': 0.02054609872716366, 'EX_cpd00309_e': 0.02054609872716366, 'EX_cpd00540_e': 0.02054609872716366, 'EX_cpd11597_e': 0.02054609872716366, 'EX_cpd08305_e': 0.02054609872716366, 'EX_cpd00396_e': 0.02054609872716366, 'EX_cpd00039_e': 0.02054609872716366, 'EX_cpd00011_e': 0.020546098727192517, 'EX_cpd00322_e': 0.020546098727163693, 'EX_cpd00111_e': 0.020546098727163693, 'EX_cpd00028_e': 0.020546098727163693, 'EX_cpd01188_e': 0.020546098727163693, 'EX_cpd00357_e': 0.020546098726897784, 'EX_cpd03847_e': 0.020546098727163693, 'EX_cpd01080_e': 0.020546098727163693, 'EX_cpd00010_e': 0.020546098727163693, 'EX_cpd00264_e': 0.020546098727163693, 'EX_cpd11606_e': 0.020546098727163693, 'EX_cpd00305_e': 0.020546098727163693, 'EX_cpd00129_e': 0.020546098727163686, 'EX_cpd00367_e': 0.02054609872689778}"
P. distasonis_gapfilled_77,"{'EX_cpd00635_e': 0.04109219745391759, 'EX_cpd00023_e': 0.04109219745379557, 'EX_cpd11595_e': 0.04109219745391759, 'EX_cpd00154_e': 0.04109219745391759, 'EX_cpd08306_e': 0.04109219745391759, 'EX_cpd00309_e': 0.04109219745391759, 'EX_cpd00540_e': 0.04109219745391759, 'EX_cpd11597_e': 0.04109219745391759, 'EX_cpd08305_e': 0.04109219745391759, 'EX_cpd00396_e': 0.04109219745391759, 'EX_cpd00039_e': 0.04109219745391759, 'EX_cpd00011_e': 0.04109219745365442, 'EX_cpd00322_e': 0.04109219745307389, 'EX_cpd00111_e': 0.04109219745307389, 'EX_cpd00028_e': 0.04109219745307389, 'EX_cpd01188_e': 0.04109219745307389, 'EX_cpd00357_e': 0.04109219745379557, 'EX_cpd03847_e': 0.04109219745307389, 'EX_cpd01080_e': 0.04109219745307389, 'EX_cpd00010_e': 0.04109219745307389, 'EX_cpd00264_e': 0.04109219745307389, 'EX_cpd11606_e': 0.04109219745307389, 'EX_cpd00305_e': 0.04109219745307389, 'EX_cpd00129_e': 0.04109219745305682, 'EX_cpd00367_e': 0.04109219745391759}"
P. distasonis_gapfilled_78,"{'EX_cpd00635_e': 0.04109219745406457, 'EX_cpd00023_e': 0.04109219745585074, 'EX_cpd11595_e': 0.04109219745406457, 'EX_cpd00154_e': 0.04109219745406457, 'EX_cpd08306_e': 0.04109219745406457, 'EX_cpd00309_e': 0.04109219745406457, 'EX_cpd00540_e': 0.04109219745406457, 'EX_cpd11597_e': 0.04109219745406457, 'EX_cpd08305_e': 0.04109219745406457, 'EX_cpd00396_e': 0.04109219745406457, 'EX_cpd00039_e': 0.04109219745406457, 'EX_cpd00011_e': 0.04109219745406457, 'EX_cpd00322_e': 0.04109219745406457, 'EX_cpd00111_e': 0.04109219745406457, 'EX_cpd00028_e': 0.04109219745406457, 'EX_cpd01188_e': 0.04109219745406457, 'EX_cpd00357_e': 0.0410921974570225, 'EX_cpd03847_e': 0.04109219745406457, 'EX_cpd01080_e': 0.04109219745406457, 'EX_cpd00010_e': 0.04109219745406457, 'EX_cpd00264_e': 0.04109219745406457, 'EX_cpd11606_e': 0.04109219745406457, 'EX_cpd00305_e': 0.04109219745406457, 'EX_cpd00129_e': 0.04109219745379557, 'EX_cpd00367_e': 0.04109219745406457}"
P. distasonis_gapfilled_79,"{'EX_cpd00635_e': 0.041092197453795574, 'EX_cpd00023_e': 0.041092197442402625, 'EX_cpd11595_e': 0.041092197453795574, 'EX_cpd00154_e': 0.041092197453795574, 'EX_cpd08306_e': 0.041092197453795574, 'EX_cpd00309_e': 0.041092197453795574, 'EX_cpd00540_e': 0.041092197453795574, 'EX_cpd11597_e': 0.041092197453795574, 'EX_cpd08305_e': 0.041092197453795574, 'EX_cpd00396_e': 0.041092197453795574, 'EX_cpd00039_e': 0.041092197453795574, 'EX_cpd00011_e': 0.041092197453795574, 'EX_cpd00322_e': 0.041092197453795526, 'EX_cpd00111_e': 0.041092197453795526, 'EX_cpd00028_e': 0.041092197453795526, 'EX_cpd01188_e': 0.041092197453795526, 'EX_cpd00357_e': 0.04109219745325009, 'EX_cpd03847_e': 0.041092197453795526, 'EX_cpd01080_e': 0.041092197453795526, 'EX_cpd00010_e': 0.041092197453795526, 'EX_cpd00264_e': 0.041092197453795526, 'EX_cpd11606_e': 0.041092197453795526, 'EX_cpd00305_e': 0.041092197453795526, 'EX_cpd00129_e': 0.041092197453795526, 'EX_cpd00367_e': 0.041092197453795574}"
P. distasonis_gapfilled_8,"{'EX_cpd00635_e': 0.041092197453794554, 'EX_cpd00023_e': 0.04109219745374929, 'EX_cpd11595_e': 0.041092197453794554, 'EX_cpd00154_e': 0.04109219745353243, 'EX_cpd08306_e': 0.04109219745408734, 'EX_cpd00309_e': 0.04109219745408734, 'EX_cpd00540_e': 0.04109219745408734, 'EX_cpd11597_e': 0.04109219745408734, 'EX_cpd08305_e': 0.04109219745408734, 'EX_cpd00396_e': 0.04109219745408734, 'EX_cpd00039_e': 0.04109219745408734, 'EX_cpd00011_e': 0.04109219745326821, 'EX_cpd00322_e': 0.04109219745325808, 'EX_cpd00111_e': 0.04109219745325808, 'EX_cpd00028_e': 0.04109219745325808, 'EX_cpd01188_e': 0.04109219745325808, 'EX_cpd00357_e': 0.04109219745377395, 'EX_cpd03847_e': 0.04109219745325808, 'EX_cpd01080_e': 0.04109219745325808, 'EX_cpd00010_e': 0.04109219745325808, 'EX_cpd00264_e': 0.04109219745325808, 'EX_cpd11606_e': 0.04109219745325808, 'EX_cpd00305_e': 0.04109219745325808, 'EX_cpd00129_e': 0.04109219745332751, 'EX_cpd00367_e': 0.041092197453794554}"
P. distasonis_gapfilled_80,"{'EX_cpd00635_e': 0.02054609872689778, 'EX_cpd00023_e': 0.020546098727511335, 'EX_cpd11595_e': 0.02054609872689778, 'EX_cpd00154_e': 0.02054609872689778, 'EX_cpd08306_e': 0.02054609872689778, 'EX_cpd00309_e': 0.02054609872689778, 'EX_cpd00540_e': 0.02054609872689778, 'EX_cpd11597_e': 0.02054609872689778, 'EX_cpd08305_e': 0.02054609872689778, 'EX_cpd00396_e': 0.02054609872689778, 'EX_cpd00039_e': 0.02054609872689778, 'EX_cpd00011_e': 0.02054609872689778, 'EX_cpd00322_e': 0.02054609872689778, 'EX_cpd00111_e': 0.02054609872689778, 'EX_cpd00028_e': 0.02054609872689778, 'EX_cpd01188_e': 0.02054609872689778, 'EX_cpd00357_e': 0.02054609872755215, 'EX_cpd03847_e': 0.02054609872689778, 'EX_cpd01080_e': 0.02054609872689778, 'EX_cpd00010_e': 0.02054609872689778, 'EX_cpd00264_e': 0.02054609872689778, 'EX_cpd11606_e': 0.02054609872689778, 'EX_cpd00305_e': 0.02054609872689778, 'EX_cpd00129_e': 0.02054609872689778, 'EX_cpd00367_e': 0.02054609872689778}"
P. distasonis_gapfilled_81,"{'EX_cpd00635_e': 0.041092197453795574, 'EX_cpd00023_e': 0.04109219745347173, 'EX_cpd11595_e': 0.041092197453795574, 'EX_cpd00154_e': 0.04109219745367658, 'EX_cpd08306_e': 0.04109219745349415, 'EX_cpd00309_e': 0.04109219745349415, 'EX_cpd00540_e': 0.04109219745349415, 'EX_cpd11597_e': 0.04109219745349415, 'EX_cpd08305_e': 0.04109219745349415, 'EX_cpd00396_e': 0.04109219745349415, 'EX_cpd00039_e': 0.04109219745349415, 'EX_cpd00011_e': 0.04109219745344843, 'EX_cpd00322_e': 0.04109219745349415, 'EX_cpd00111_e': 0.04109219745349415, 'EX_cpd00028_e': 0.04109219745349415, 'EX_cpd01188_e': 0.04109219745349415, 'EX_cpd00357_e': 0.04109219745379557, 'EX_cpd03847_e': 0.04109219745349415, 'EX_cpd01080_e': 0.04109219745349415, 'EX_cpd00010_e': 0.04109219745349415, 'EX_cpd00264_e': 0.04109219745349415, 'EX_cpd11606_e': 0.04109219745349415, 'EX_cpd00305_e': 0.04109219745349415, 'EX_cpd00129_e': 0.04109219745349415, 'EX_cpd00367_e': 0.041092197453795574}"
P. distasonis_gapfilled_82,"{'EX_cpd00635_e': 0.04109219745382145, 'EX_cpd00023_e': 0.041092197453805136, 'EX_cpd11595_e': 0.04109219745382145, 'EX_cpd00154_e': 0.04109219745382145, 'EX_cpd08306_e': 0.04109219745382145, 'EX_cpd00309_e': 0.04109219745382145, 'EX_cpd00540_e': 0.04109219745382145, 'EX_cpd11597_e': 0.04109219745382145, 'EX_cpd08305_e': 0.04109219745382145, 'EX_cpd00396_e': 0.04109219745382145, 'EX_cpd00039_e': 0.04109219745382145, 'EX_cpd00011_e': 0.041092197453649386, 'EX_cpd00322_e': 0.0410921974538001, 'EX_cpd00111_e': 0.0410921974538001, 'EX_cpd00028_e': 0.0410921974538001, 'EX_cpd01188_e': 0.0410921974538001, 'EX_cpd00357_e': 0.04109219745379561, 'EX_cpd03847_e': 0.0410921974538001, 'EX_cpd01080_e': 0.0410921974538001, 'EX_cpd00010_e': 0.0410921974538001, 'EX_cpd00264_e': 0.0410921974538001, 'EX_cpd11606_e': 0.0410921974538001, 'EX_cpd00305_e': 0.0410921974538001, 'EX_cpd00129_e': 0.0410921974538001, 'EX_cpd00367_e': 0.04109219745382145}"
P. distasonis_gapfilled_83,"{'EX_cpd00635_e': 0.041092197453795574, 'EX_cpd00023_e': 0.04109219745017765, 'EX_cpd11595_e': 0.041092197453795574, 'EX_cpd00154_e': 0.041092197453795574, 'EX_cpd08306_e': 0.041092197453795574, 'EX_cpd00309_e': 0.041092197453795574, 'EX_cpd00540_e': 0.041092197453795574, 'EX_cpd11597_e': 0.041092197453795574, 'EX_cpd08305_e': 0.041092197453795574, 'EX_cpd00396_e': 0.041092197453795574, 'EX_cpd00039_e': 0.041092197453795574, 'EX_cpd00011_e': 0.041092197453795574, 'EX_cpd00322_e': 0.041092197453795574, 'EX_cpd00111_e': 0.041092197453795574, 'EX_cpd00028_e': 0.041092197453795574, 'EX_cpd01188_e': 0.041092197453795574, 'EX_cpd00357_e': 0.04109219745379558, 'EX_cpd03847_e': 0.041092197453795574, 'EX_cpd01080_e': 0.041092197453795574, 'EX_cpd00010_e': 0.041092197453795574, 'EX_cpd00264_e': 0.041092197453795574, 'EX_cpd11606_e': 0.041092197453795574, 'EX_cpd00305_e': 0.041092197453795574, 'EX_cpd00129_e': 0.041092197453795574, 'EX_cpd00367_e': 0.041092197453795574}"
P. distasonis_gapfilled_84,"{'EX_cpd00635_e': 0.04109219745379129, 'EX_cpd00023_e': 0.04109219745489026, 'EX_cpd11595_e': 0.04109219745379129, 'EX_cpd00154_e': 0.04109219745521972, 'EX_cpd08306_e': 0.04109219745542386, 'EX_cpd00309_e': 0.04109219745542386, 'EX_cpd00540_e': 0.04109219745542386, 'EX_cpd11597_e': 0.04109219745542386, 'EX_cpd08305_e': 0.04109219745542386, 'EX_cpd00396_e': 0.04109219745542386, 'EX_cpd00039_e': 0.04109219745542386, 'EX_cpd00011_e': 0.04109219745379557, 'EX_cpd00322_e': 0.04109219745379557, 'EX_cpd00111_e': 0.04109219745379557, 'EX_cpd00028_e': 0.04109219745379557, 'EX_cpd01188_e': 0.04109219745379557, 'EX_cpd00357_e': 0.041092197454914436, 'EX_cpd03847_e': 0.04109219745379557, 'EX_cpd01080_e': 0.04109219745379557, 'EX_cpd00010_e': 0.04109219745379557, 'EX_cpd00264_e': 0.04109219745379557, 'EX_cpd11606_e': 0.04109219745379557, 'EX_cpd00305_e': 0.04109219745379557, 'EX_cpd00129_e': 0.04109219745379557, 'EX_cpd00367_e': 0.04109219745379129}"
P. distasonis_gapfilled_85,"{'EX_cpd00635_e': 0.020546098726897787, 'EX_cpd00023_e': 0.02054609872708706, 'EX_cpd11595_e': 0.020546098726897787, 'EX_cpd00154_e': 0.020546098726897787, 'EX_cpd08306_e': 0.020546098726897787, 'EX_cpd00309_e': 0.020546098726897787, 'EX_cpd00540_e': 0.020546098726897787, 'EX_cpd11597_e': 0.020546098726897787, 'EX_cpd08305_e': 0.020546098726897787, 'EX_cpd00396_e': 0.020546098726897787, 'EX_cpd00039_e': 0.020546098726897787, 'EX_cpd00011_e': 0.020546098726897787, 'EX_cpd00322_e': 0.020546098726897787, 'EX_cpd00111_e': 0.020546098726897787, 'EX_cpd00028_e': 0.020546098726897787, 'EX_cpd01188_e': 0.020546098726897787, 'EX_cpd00357_e': 0.02054609872689779, 'EX_cpd03847_e': 0.020546098726897787, 'EX_cpd01080_e': 0.020546098726897787, 'EX_cpd00010_e': 0.020546098726897787, 'EX_cpd00264_e': 0.020546098726897787, 'EX_cpd11606_e': 0.020546098726897787, 'EX_cpd00305_e': 0.020546098726897787, 'EX_cpd00129_e': 0.020546098726897787, 'EX_cpd00367_e': 0.020546098726897787}"
P. distasonis_gapfilled_86,"{'EX_cpd00635_e': 0.04109219745379549, 'EX_cpd00023_e': 0.041092197453795574, 'EX_cpd11595_e': 0.04109219745379549, 'EX_cpd00154_e': 0.04109219745379549, 'EX_cpd08306_e': 0.04109219745379549, 'EX_cpd00309_e': 0.04109219745379549, 'EX_cpd00540_e': 0.04109219745379549, 'EX_cpd11597_e': 0.04109219745379549, 'EX_cpd08305_e': 0.04109219745379549, 'EX_cpd00396_e': 0.04109219745379549, 'EX_cpd00039_e': 0.04109219745379549, 'EX_cpd00011_e': 0.04109219745321196, 'EX_cpd00322_e': 0.04109219745384468, 'EX_cpd00111_e': 0.04109219745384468, 'EX_cpd00028_e': 0.04109219745384468, 'EX_cpd01188_e': 0.041092197454082914, 'EX_cpd00357_e': 0.041092197453795574, 'EX_cpd03847_e': 0.04109219745384468, 'EX_cpd01080_e': 0.04109219745384468, 'EX_cpd00010_e': 0.04109219745384468, 'EX_cpd00264_e': 0.04109219745384468, 'EX_cpd11606_e': 0.04109219745384468, 'EX_cpd00305_e': 0.04109219745384468, 'EX_cpd00129_e': 0.04109219745384468, 'EX_cpd00367_e': 0.04109219745379549}"
P. distasonis_gapfilled_87,"{'EX_cpd00635_e': 0.041092197453578706, 'EX_cpd00023_e': 0.041092197452176626, 'EX_cpd11595_e': 0.041092197453578706, 'EX_cpd00154_e': 0.041092197453269565, 'EX_cpd08306_e': 0.04109219745291844, 'EX_cpd00309_e': 0.04109219745291844, 'EX_cpd00540_e': 0.04109219745291844, 'EX_cpd11597_e': 0.04109219745291844, 'EX_cpd08305_e': 0.04109219745291844, 'EX_cpd00396_e': 0.04109219745291844, 'EX_cpd00039_e': 0.04109219745291844, 'EX_cpd00011_e': 0.04109219745359353, 'EX_cpd00322_e': 0.04109219745291844, 'EX_cpd00111_e': 0.04109219745291844, 'EX_cpd00028_e': 0.04109219745291844, 'EX_cpd01188_e': 0.04109219745291844, 'EX_cpd00357_e': 0.04109219745269631, 'EX_cpd03847_e': 0.04109219745291844, 'EX_cpd01080_e': 0.04109219745291844, 'EX_cpd00010_e': 0.04109219745291844, 'EX_cpd00264_e': 0.04109219745291844, 'EX_cpd11606_e': 0.04109219745291844, 'EX_cpd00305_e': 0.04109219745291844, 'EX_cpd00129_e': 0.04109219745060751, 'EX_cpd00367_e': 0.041092197453578706}"
P. distasonis_gapfilled_88,"{'EX_cpd00635_e': 0.041092197453893434, 'EX_cpd00023_e': 0.04109219745421338, 'EX_cpd11595_e': 0.041092197453893434, 'EX_cpd00154_e': 0.041092197453893434, 'EX_cpd08306_e': 0.041092197453893434, 'EX_cpd00309_e': 0.041092197453893434, 'EX_cpd00540_e': 0.041092197453893434, 'EX_cpd11597_e': 0.041092197453893434, 'EX_cpd08305_e': 0.041092197453893434, 'EX_cpd00396_e': 0.041092197453893434, 'EX_cpd00039_e': 0.041092197453893434, 'EX_cpd00011_e': 0.04109219745251368, 'EX_cpd00322_e': 0.041092197453863014, 'EX_cpd00111_e': 0.041092197453863014, 'EX_cpd00028_e': 0.041092197453863014, 'EX_cpd01188_e': 0.041092197453863014, 'EX_cpd00357_e': 0.04109219745480088, 'EX_cpd03847_e': 0.041092197453863014, 'EX_cpd01080_e': 0.041092197453863014, 'EX_cpd00010_e': 0.041092197453863014, 'EX_cpd00264_e': 0.041092197453863014, 'EX_cpd11606_e': 0.041092197453863014, 'EX_cpd00305_e': 0.041092197453863014, 'EX_cpd00129_e': 0.041092197453863014, 'EX_cpd00367_e': 0.041092197453893434}"
P. distasonis_gapfilled_89,"{'EX_cpd00635_e': 0.04109219745462691, 'EX_cpd00023_e': 0.04109219745378279, 'EX_cpd11595_e': 0.04109219745462691, 'EX_cpd00154_e': 0.041092197454727315, 'EX_cpd08306_e': 0.04109219745462691, 'EX_cpd00309_e': 0.04109219745462691, 'EX_cpd00540_e': 0.04109219745462691, 'EX_cpd11597_e': 0.04109219745462691, 'EX_cpd08305_e': 0.04109219745462691, 'EX_cpd00396_e': 0.04109219745462691, 'EX_cpd00039_e': 0.04109219745462691, 'EX_cpd00011_e': 0.04109219745374734, 'EX_cpd00322_e': 0.041092197453804234, 'EX_cpd00111_e': 0.041092197453804234, 'EX_cpd00028_e': 0.041092197453804234, 'EX_cpd01188_e': 0.041092197453804234, 'EX_cpd00357_e': 0.041092197453899394, 'EX_cpd03847_e': 0.041092197453804234, 'EX_cpd01080_e': 0.041092197453804234, 'EX_cpd00010_e': 0.041092197453804234, 'EX_cpd00264_e': 0.041092197453804234, 'EX_cpd11606_e': 0.041092197453804234, 'EX_cpd00305_e': 0.041092197453804234, 'EX_cpd00129_e': 0.041092197453804234, 'EX_cpd00367_e': 0.04109219745462691}"
